article_id,url,title,section,in_training,word_count,dominant_topic,dominant_topic_prob,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob,topic_10_prob,topic_11_prob,topic_12_prob,topic_13_prob,topic_14_prob
uk-news/2024/nov/13/abuse-scandal-report-six-serving-and-former-c-of-e-bishops-mentioned-in-review,https://www.theguardian.com/uk-news/2024/nov/13/abuse-scandal-report-six-serving-and-former-c-of-e-bishops-mentioned-in-review,Abuse scandal report: six serving and former C of E bishops mentioned in review,World news,no,1399,2,0.8704,0.0001,0.0,0.8704,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1287,0.0001
politics/2023/jun/19/david-cameron-admits-failures-pandemic-preparations-austerity-covid-inquiry,https://www.theguardian.com/politics/2023/jun/19/david-cameron-admits-failures-pandemic-preparations-austerity-covid-inquiry,David Cameron admits series of failures in his government’s pandemic preparations,Politics,no,724,3,0.3439,0.0001,0.0001,0.0001,0.3439,0.0001,0.0001,0.2208,0.0001,0.0001,0.0001,0.0001,0.0001,0.3049,0.0002,0.1291
world/2024/feb/10/unrwa-funding-israel-gaza-war-palestine-aid-albanese-government-pressure,https://www.theguardian.com/world/2024/feb/10/unrwa-funding-israel-gaza-war-palestine-aid-albanese-government-pressure,‘Life-saving work’: Albanese government under pressure to reverse UNRWA funding suspension,World news,no,919,7,0.6812,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.6812,0.29,0.0001,0.0001,0.0001,0.0001,0.0276,0.0001
australia-news/2025/jan/15/coles-stop-selling-kitchen-knives-employee-alleged-assault-ipswich-yamanto-claudia-campomayor-watt-ntwnfb,https://www.theguardian.com/australia-news/2025/jan/15/coles-stop-selling-kitchen-knives-employee-alleged-assault-ipswich-yamanto-claudia-campomayor-watt-ntwnfb,Coles to stop selling kitchen knives in supermarkets across Australia after Ipswich worker stabbed,Australia news,no,647,13,0.8929,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.1055,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.8929,0.0001
environment/2023/oct/15/water-metering-should-be-compulsory-in-england-advisers-likely-to-say,https://www.theguardian.com/environment/2023/oct/15/water-metering-should-be-compulsory-in-england-advisers-likely-to-say,"Water metering should be compulsory in England, advisers likely to say",Environment,no,730,11,0.2793,0.0001,0.0001,0.0001,0.0002,0.2726,0.0001,0.1523,0.0001,0.0498,0.0001,0.2448,0.2793,0.0001,0.0002,0.0001
society/2024/nov/26/safeguarding-agencies-ignoring-children-abused-family-members-england,https://www.theguardian.com/society/2024/nov/26/safeguarding-agencies-ignoring-children-abused-family-members-england,Safeguarding agencies ‘ignoring children abused by family members’ in England,Society,no,710,13,0.7407,0.0001,0.0001,0.0001,0.2465,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7407,0.0115
australia-news/2025/may/15/migrant-refugee-women-domestic-violence-help-nsw-adira-centre-ntwnfb,https://www.theguardian.com/australia-news/2025/may/15/migrant-refugee-women-domestic-violence-help-nsw-adira-centre-ntwnfb,"‘If I didn’t have kids, I am dead’: Jasmine’s dreams turned into nightmare six weeks after arriving in Australia",Australia news,no,896,13,0.4926,0.1723,0.0001,0.0097,0.2831,0.0001,0.0001,0.0002,0.0001,0.0413,0.0001,0.0001,0.0001,0.0001,0.4926,0.0001
business/2024/sep/26/harrods-chief-apologises-failing-colleagues-al-fayed-allegations,https://www.theguardian.com/business/2024/sep/26/harrods-chief-apologises-failing-colleagues-al-fayed-allegations,Harrods chief steps back from Royal Ballet role over Fayed abuse allegations,Business,no,526,13,0.8832,0.0002,0.0001,0.0002,0.0003,0.0002,0.0002,0.0003,0.0001,0.1143,0.0002,0.0002,0.0002,0.0001,0.8832,0.0001
world/2024/sep/13/first-edition-ukraine-storm-shadow,https://www.theguardian.com/world/2024/sep/13/first-edition-ukraine-storm-shadow,Friday briefing: Why Biden and Starmer are preparing to let Ukraine use western missiles deep inside Russia,World news,no,2701,5,0.6562,0.0,0.0,0.025,0.0144,0.0,0.6562,0.3014,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
society/2024/nov/26/mass-advertising-campaigns-on-assisted-dying-spark-anger-among-mps,https://www.theguardian.com/society/2024/nov/26/mass-advertising-campaigns-on-assisted-dying-spark-anger-among-mps,Mass advertising campaigns on assisted dying spark anger among MPs,Society,no,795,13,0.7024,0.1556,0.0001,0.0001,0.0002,0.0001,0.0001,0.0707,0.0001,0.0001,0.0405,0.0001,0.0001,0.0001,0.7024,0.0297
australia-news/2024/nov/28/south-australia-bans-political-donations-and-gifts-to-mps-in-world-leading-reform,https://www.theguardian.com/australia-news/2024/nov/28/south-australia-bans-political-donations-and-gifts-to-mps-in-world-leading-reform,South Australia bans political donations and gifts to MPs in ‘world-leading’ reform,Australia news,no,591,8,0.7426,0.0001,0.0833,0.0001,0.0002,0.0001,0.0001,0.1724,0.0001,0.7426,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001
science/2023/mar/04/uk-government-urged-to-consider-changing-law-to-allow-gene-editing-of-embryos,https://www.theguardian.com/science/2023/mar/04/uk-government-urged-to-consider-changing-law-to-allow-gene-editing-of-embryos,UK government urged to consider changing law to allow gene editing of embryos,Science,no,459,3,0.6398,0.0002,0.0001,0.0002,0.6398,0.0001,0.0001,0.0003,0.0001,0.0002,0.2109,0.0002,0.0002,0.0001,0.1473,0.0001
world/2025/jan/05/race-to-replace-justin-welby-begins-as-archbishop-formally-steps-down,https://www.theguardian.com/world/2025/jan/05/race-to-replace-justin-welby-begins-as-archbishop-formally-steps-down,Race to replace Justin Welby to begin as archbishop prepares to step down,World news,no,619,2,0.6443,0.0001,0.0743,0.6443,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.0002,0.0001,0.0002,0.0001,0.2796,0.0001
world/2025/apr/27/pope-francis-wishes-richer-nations-help-poorest-debt-relief,https://www.theguardian.com/world/2025/apr/27/pope-francis-wishes-richer-nations-help-poorest-debt-relief,"Despite Pope Francis’s wishes, there’s little appetite for richer nations to help the poorest",World news,no,969,6,0.6665,0.0001,0.0916,0.0001,0.0002,0.0001,0.1065,0.6665,0.0001,0.0001,0.0001,0.0001,0.1345,0.0001,0.0001,0.0001
society/2024/jan/18/new-nhs-childrens-gender-clinic-hit-by-disagreements-and-resignations,https://www.theguardian.com/society/2024/jan/18/new-nhs-childrens-gender-clinic-hit-by-disagreements-and-resignations,New NHS children’s gender clinic hit by disagreements and resignations,Society,no,753,3,0.6103,0.0001,0.0001,0.0001,0.6103,0.0001,0.3194,0.0002,0.0001,0.0328,0.0364,0.0001,0.0001,0.0001,0.0001,0.0001
society/2024/mar/11/medical-tools-devices-healthcare-bias-uk,https://www.theguardian.com/society/2024/mar/11/medical-tools-devices-healthcare-bias-uk,UK report reveals bias within medical tools and devices,Society,no,654,3,0.5253,0.0001,0.0001,0.0001,0.5253,0.0001,0.0001,0.0002,0.0001,0.0603,0.413,0.0001,0.0001,0.0001,0.0002,0.0001
world/2024/dec/11/uk-veterans-dismissed-sexuality-lgbt-compensation,https://www.theguardian.com/world/2024/dec/11/uk-veterans-dismissed-sexuality-lgbt-compensation,"UK veterans fired over sexuality to get £70,000 in compensation",World news,no,569,2,0.4925,0.0001,0.0001,0.4925,0.0003,0.0001,0.1137,0.0003,0.0001,0.0002,0.0327,0.0001,0.0002,0.0001,0.3066,0.0529
world/2025/feb/05/wednesday-briefing-what-an-expert-review-could-mean-for-the-conviction-of-lucy-letby,https://www.theguardian.com/world/2025/feb/05/wednesday-briefing-what-an-expert-review-could-mean-for-the-conviction-of-lucy-letby,Wednesday briefing: What an expert review could mean for the conviction of Lucy Letby,World news,no,2689,13,0.5742,0.0091,0.0358,0.0,0.0001,0.0,0.1011,0.1386,0.0153,0.0,0.1257,0.0,0.0,0.0,0.5742,0.0
australia-news/2025/mar/02/backyard-botox-can-be-fatal-some-australians-dont-even-realise-theyre-receiving-it-ntwnfb,https://www.theguardian.com/australia-news/2025/mar/02/backyard-botox-can-be-fatal-some-australians-dont-even-realise-theyre-receiving-it-ntwnfb,Botched Botox jabs can be dangerous. Some Australians don’t even realise what they’re receiving,Life and style,no,1208,9,0.5796,0.0001,0.0,0.1624,0.0001,0.0001,0.0001,0.0001,0.0733,0.1536,0.5796,0.0303,0.0001,0.0001,0.0001,0.0001
education/2025/mar/15/primary-school-tests-working-well-gove-ebacc-needs-scrutiny-review-chief,https://www.theguardian.com/education/2025/mar/15/primary-school-tests-working-well-gove-ebacc-needs-scrutiny-review-chief,"Primary Sats ‘working well’ but Gove’s Ebacc needs scrutiny, review chief says",Education,no,596,3,0.753,0.0001,0.0001,0.0001,0.753,0.0199,0.0001,0.1275,0.0001,0.0983,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001
australia-news/2025/aug/09/nsw-police-fpo-wpo-schemes-punitive-advocates-say,https://www.theguardian.com/australia-news/2025/aug/09/nsw-police-fpo-wpo-schemes-punitive-advocates-say,Lincoln is out of prison but a ‘lifetime’ penalty hangs over him. Does a NSW police anti-firearm scheme go too far?,Australia news,no,1196,13,0.9989,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9989,0.0001
society/2023/nov/06/just-1-of-english-councils-published-audited-accounts-by-deadline,https://www.theguardian.com/society/2023/nov/06/just-1-of-english-councils-published-audited-accounts-by-deadline,Just 1% of English councils published audited accounts by deadline,Society,no,798,14,0.7325,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.2264,0.0001,0.0001,0.0001,0.0165,0.0001,0.0001,0.0236,0.7325
business/2023/dec/15/coutts-accounts-closed-report-nigel-farage,https://www.theguardian.com/business/2023/dec/15/coutts-accounts-closed-report-nigel-farage,"No evidence Coutts closed accounts due to political views, report says",Business,no,552,7,0.6216,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.1555,0.6216,0.1169,0.0127,0.0001,0.0002,0.0001,0.0002,0.0917
politics/2024/oct/29/ex-tory-mp-aaron-bell-reprimanded-for-brazen-sexual-misconduct,https://www.theguardian.com/politics/2024/oct/29/ex-tory-mp-aaron-bell-reprimanded-for-brazen-sexual-misconduct,Ex-Tory MP reprimanded for ‘brazen’ sexual misconduct,Politics,no,381,13,0.5625,0.0002,0.0444,0.0002,0.0004,0.0002,0.0002,0.0005,0.0002,0.2322,0.0003,0.0002,0.0003,0.0002,0.5625,0.158
world/2025/feb/11/tuesday-briefing-first-edition-labour-illegal-immigration-raids,https://www.theguardian.com/world/2025/feb/11/tuesday-briefing-first-edition-labour-illegal-immigration-raids,Tuesday briefing: Will Labour’s own ‘go home’ moment work – or lead to more desperate measures?,World news,no,2479,6,0.5206,0.2521,0.0222,0.0,0.0001,0.0,0.0574,0.5206,0.0,0.0,0.0,0.0,0.0,0.0,0.1473,0.0
australia-news/2023/sep/25/home-affairs-department-head-michael-pezzullo-referred-to-public-service-commissioner-over-leaked-texts,https://www.theguardian.com/australia-news/2023/sep/25/home-affairs-department-head-michael-pezzullo-referred-to-public-service-commissioner-over-leaked-texts,Home affairs department head Michael Pezzullo standing aside pending investigation over leaked texts,Australia news,no,861,8,0.8985,0.0001,0.0001,0.0453,0.0002,0.0001,0.0001,0.0551,0.0001,0.8985,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
uk-news/2024/oct/20/ministers-to-oversee-dire-hs2-as-true-cost-remains-uncertain,https://www.theguardian.com/uk-news/2024/oct/20/ministers-to-oversee-dire-hs2-as-true-cost-remains-uncertain,Ministers to oversee ‘dire’ HS2 as true cost remains uncertain,UK news,no,699,6,0.3811,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.3811,0.0001,0.3795,0.0001,0.1075,0.1306,0.0001,0.0002,0.0001
education/2025/mar/14/different-thinking-needed-send-funding-bridget-phillipson-says,https://www.theguardian.com/education/2025/mar/14/different-thinking-needed-send-funding-bridget-phillipson-says,Bridget Phillipson: ‘we must think very differently’ on school Send support,Education,no,749,3,0.536,0.0001,0.0001,0.0001,0.536,0.0001,0.0001,0.4625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001
australia-news/2024/dec/12/queensland-children-as-young-as-10-face-life-sentences-for-as-tough-new-laws-pass-parliament,https://www.theguardian.com/australia-news/2024/dec/12/queensland-children-as-young-as-10-face-life-sentences-for-as-tough-new-laws-pass-parliament,Queensland children as young as 10 face life sentences for murder as tough new laws pass parliament,Australia news,no,678,13,0.859,0.0001,0.0264,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.1131,0.0001,0.0001,0.0001,0.0001,0.859,0.0001
world/2025/apr/25/eu-may-accept-12-month-work-visas-for-youth-experience-scheme-with-uk,https://www.theguardian.com/world/2025/apr/25/eu-may-accept-12-month-work-visas-for-youth-experience-scheme-with-uk,EU may accept 12-month work visas for ‘youth experience’ scheme with UK,World news,no,1085,6,0.7171,0.0001,0.0001,0.0001,0.1355,0.0001,0.0311,0.7171,0.0001,0.0224,0.0001,0.0001,0.0931,0.0001,0.0001,0.0001
australia-news/2024/feb/27/minister-admits-likely-shortfall-in-funding-for-labors-regional-decarbonising-program,https://www.theguardian.com/australia-news/2024/feb/27/minister-admits-likely-shortfall-in-funding-for-labors-regional-decarbonising-program,Minister admits likely shortfall in funding for Labor’s regional decarbonising program,Australia news,no,663,8,0.5129,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.5129,0.0001,0.0039,0.4276,0.0001,0.0001,0.0544
uk-news/2024/feb/28/why-are-farmers-protesting-against-welsh-governments-rural-policies-explainer,https://www.theguardian.com/uk-news/2024/feb/28/why-are-farmers-protesting-against-welsh-governments-rural-policies-explainer,Why are farmers protesting against Welsh government’s rural policies?,UK news,no,1317,11,0.4175,0.0001,0.0909,0.0096,0.0506,0.0368,0.0001,0.394,0.0001,0.0001,0.0001,0.0001,0.4175,0.0,0.0001,0.0001
society/2025/feb/06/pro-assisted-dying-mps-fear-online-backlash-is-eroding-support-for-bill,https://www.theguardian.com/society/2025/feb/06/pro-assisted-dying-mps-fear-online-backlash-is-eroding-support-for-bill,Labour MPs criticise Kim Leadbeater over posts on assisted dying evidence,Society,no,1034,13,0.8758,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.1231,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8758,0.0001
world/2023/oct/17/sexual-harassment-and-misogyny-in-city-go-unchecked-due-to-fear-factor-says-peer,https://www.theguardian.com/world/2023/oct/17/sexual-harassment-and-misogyny-in-city-go-unchecked-due-to-fear-factor-says-peer,"Sexual harassment and misogyny in City go unchecked due to ‘fear factor’, says peer",World news,no,659,13,0.4759,0.182,0.0001,0.0001,0.0003,0.0001,0.0001,0.2349,0.0001,0.1057,0.0002,0.0001,0.0002,0.0001,0.4759,0.0001
environment/2024/dec/09/eu-should-ban-space-mirrors-and-other-solar-geoengineering-warn-scientists,https://www.theguardian.com/environment/2024/dec/09/eu-should-ban-space-mirrors-and-other-solar-geoengineering-warn-scientists,"EU should ban space mirrors and other solar geoengineering, scientists say",Environment,no,565,11,0.7717,0.0001,0.0001,0.0001,0.0316,0.0001,0.0501,0.0003,0.0001,0.0002,0.0002,0.0493,0.7717,0.0957,0.0002,0.0001
science/2025/jan/30/asteroid-spotted-chance-colliding-with-earth-2032,https://www.theguardian.com/science/2025/jan/30/asteroid-spotted-chance-colliding-with-earth-2032,Asteroid triggers global defence plan amid chance of collision with Earth in 2032,Science,no,602,11,0.6466,0.0561,0.0001,0.0002,0.0003,0.0001,0.0607,0.0003,0.0001,0.1627,0.0721,0.0001,0.6466,0.0001,0.0002,0.0001
society/2023/nov/16/private-firms-harming-nhs-patients-by-failing-to-deliver-medicines-lords-report-warns,https://www.theguardian.com/society/2023/nov/16/private-firms-harming-nhs-patients-by-failing-to-deliver-medicines-lords-report-warns,"Private firms harming NHS patients by failing to deliver medicines, Lords report warns",Society,no,961,13,0.3002,0.0001,0.0001,0.0001,0.2374,0.0001,0.0001,0.0002,0.0001,0.2024,0.2591,0.0001,0.0001,0.0001,0.3002,0.0001
law/2025/jun/09/forensic-science-crisis-miscarriages-of-justice-england-and-wales-report,https://www.theguardian.com/law/2025/jun/09/forensic-science-crisis-miscarriages-of-justice-england-and-wales-report,"Miscarriages of justice more likely due to forensic science crisis, report finds",Law,no,885,13,0.8532,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0179,0.0001,0.1279,0.0001,0.8532,0.0001
politics/2024/apr/09/labour-creates-tax-panel-to-help-it-clamp-down-on-avoiders,https://www.theguardian.com/politics/2024/apr/09/labour-creates-tax-panel-to-help-it-clamp-down-on-avoiders,Labour creates tax panel to help it clamp down on avoiders,Politics,no,810,6,0.909,0.0001,0.0001,0.0001,0.0002,0.0122,0.0001,0.909,0.0001,0.0001,0.0001,0.0001,0.0417,0.0001,0.0001,0.036
australia-news/article/2024/jun/19/an-indigenous-girl-asked-to-reconnect-with-her-culture-iher-pleas-were-ignored,https://www.theguardian.com/australia-news/article/2024/jun/19/an-indigenous-girl-asked-to-reconnect-with-her-culture-iher-pleas-were-ignored,"An Indigenous girl asked to reconnect with her culture. In a ‘racist’ child protection system, her pleas were ignored",Australia news,no,966,13,0.6299,0.0001,0.0001,0.0001,0.2258,0.0001,0.0001,0.0002,0.1406,0.0001,0.0001,0.0001,0.0001,0.0001,0.6299,0.0027
australia-news/2023/nov/23/labor-accused-of-steamrolling-bill-to-make-poverty-committee-permanent,https://www.theguardian.com/australia-news/2023/nov/23/labor-accused-of-steamrolling-bill-to-make-poverty-committee-permanent,Labor accused of ‘steamrolling’ bill to make poverty committee permanent,Australia news,no,496,8,0.6442,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.6442,0.0002,0.0001,0.0485,0.0001,0.187,0.1185
environment/2023/nov/16/kmart-industry-textile-recycling-scheme-regulation-levy-government,https://www.theguardian.com/environment/2023/nov/16/kmart-industry-textile-recycling-scheme-regulation-levy-government,"Kmart Group urged to join industry textile recycling scheme or face regulation, government says",Environment,no,704,11,0.9984,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.9984,0.0001,0.0001,0.0001
society/2024/oct/30/carers-earnings-limit-to-rise-by-45-a-week-in-wake-of-allowance-scandal,https://www.theguardian.com/society/2024/oct/30/carers-earnings-limit-to-rise-by-45-a-week-in-wake-of-allowance-scandal,Carers’ earnings limit to rise by £45 a week after allowance scandal,Society,no,709,14,0.9982,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.9982
world/2024/nov/13/unrwa-shutdown-by-israel-would-add-to-gaza-suffering-says-top-official,https://www.theguardian.com/world/2024/nov/13/unrwa-shutdown-by-israel-would-add-to-gaza-suffering-says-top-official,"Unrwa shutdown by Israel would add to Gaza suffering, says top official",World news,no,982,7,0.7579,0.0001,0.0483,0.0001,0.0643,0.0882,0.0403,0.0002,0.7579,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
australia-news/article/2024/sep/08/why-donor-conceived-children-fear-victoria-is-taking-a-retrograde-step,https://www.theguardian.com/australia-news/article/2024/sep/08/why-donor-conceived-children-fear-victoria-is-taking-a-retrograde-step,Why donor-conceived children fear Victoria is taking a ‘retrograde step’,Australia news,no,829,5,0.373,0.0001,0.0001,0.0001,0.2082,0.0001,0.373,0.0002,0.0001,0.3314,0.0001,0.0001,0.0001,0.0001,0.0864,0.0001
uk-news/2023/jun/14/covid-testing-was-a-weakness-in-early-pandemic-response-dhsc-tells-inquiry,https://www.theguardian.com/uk-news/2023/jun/14/covid-testing-was-a-weakness-in-early-pandemic-response-dhsc-tells-inquiry,"Covid testing was a weakness in early pandemic response, DHSC tells inquiry",UK news,no,615,3,0.5335,0.0001,0.0001,0.0001,0.5335,0.0001,0.0001,0.0527,0.0001,0.236,0.0002,0.0001,0.0001,0.0689,0.0002,0.1078
australia-news/2024/jan/30/john-howard-documents-iraq-war-missing-inquiry-covid-pandemic-2003-cabinet-records,https://www.theguardian.com/australia-news/2024/jan/30/john-howard-documents-iraq-war-missing-inquiry-covid-pandemic-2003-cabinet-records,"Howard-era files on Iraq war went missing due to ‘major breakdown’, inquiry finds",Australia news,no,703,8,0.5145,0.0001,0.0001,0.0001,0.0002,0.0001,0.0391,0.0002,0.0001,0.5145,0.0001,0.0001,0.0001,0.0001,0.0002,0.445
business/2025/mar/23/its-agm-time-season-of-free-sandwiches-and-protest-fireworks,https://www.theguardian.com/business/2025/mar/23/its-agm-time-season-of-free-sandwiches-and-protest-fireworks,"It’s AGM time, season of free sandwiches and protest fireworks",Business,no,786,6,0.6128,0.0001,0.0491,0.0001,0.0002,0.0445,0.0001,0.6128,0.0001,0.0001,0.0001,0.0001,0.2925,0.0001,0.0001,0.0001
australia-news/article/2024/jul/07/queensland-lnp-david-crisafulli-criticised-over-cruel-plan-to-sentence-some-youth-offenders-as-adults,https://www.theguardian.com/australia-news/article/2024/jul/07/queensland-lnp-david-crisafulli-criticised-over-cruel-plan-to-sentence-some-youth-offenders-as-adults,Queensland LNP criticised over ‘cruel’ plan to sentence some youth offenders as adults,Australia news,no,607,13,0.8429,0.0156,0.0001,0.0001,0.0583,0.06,0.0001,0.0002,0.0001,0.0219,0.0002,0.0001,0.0001,0.0001,0.8429,0.0001
world/2023/jan/24/china-population-decline-negative-growth-what-it-means-for-world,https://www.theguardian.com/world/2023/jan/24/china-population-decline-negative-growth-what-it-means-for-world,China’s shrinking population: what it means for the rest of the world - expert panel,World news,no,1071,0,0.3285,0.3285,0.0001,0.0001,0.1887,0.0001,0.1458,0.1581,0.0001,0.0001,0.0001,0.0001,0.1783,0.0001,0.0001,0.0001
world/2025/jul/09/wednesday-briefing-can-macron-and-starmer-solve-the-small-boats-crisis,https://www.theguardian.com/world/2025/jul/09/wednesday-briefing-can-macron-and-starmer-solve-the-small-boats-crisis,Wednesday briefing: Can Macron and Starmer solve the small-boats crisis?,World news,no,2263,0,0.4784,0.4784,0.0,0.0,0.0001,0.0296,0.0651,0.2837,0.0,0.0,0.0426,0.0,0.0,0.0,0.1003,0.0
business/2025/apr/06/china-america-and-pay-inject-drama-into-astrazenecas-agm,https://www.theguardian.com/business/2025/apr/06/china-america-and-pay-inject-drama-into-astrazenecas-agm,"China, America and pay inject drama into AstraZeneca’s AGM",Business,no,852,6,0.506,0.0001,0.0001,0.0001,0.0002,0.0001,0.0532,0.506,0.0001,0.0277,0.1212,0.0001,0.1333,0.1502,0.0001,0.0076
australia-news/article/2024/jul/15/cfmeu-victoria-branch-administration-alleged-criminal-links,https://www.theguardian.com/australia-news/article/2024/jul/15/cfmeu-victoria-branch-administration-alleged-criminal-links,Jacinta Allan seeks suspension of CFMEU construction division from Victorian Labor party,Australia news,no,794,8,0.8903,0.0001,0.0001,0.0724,0.0002,0.0001,0.0001,0.0002,0.0001,0.8903,0.0001,0.0001,0.0001,0.0001,0.0361,0.0001
australia-news/2025/feb/09/from-empty-homes-to-dead-possums-tenants-reveal-laundry-list-of-problems-in-victorias-community-housing,https://www.theguardian.com/australia-news/2025/feb/09/from-empty-homes-to-dead-possums-tenants-reveal-laundry-list-of-problems-in-victorias-community-housing,"From empty homes to dead possums, tenants reveal laundry list of problems in Victoria’s community housing",Australia news,no,1336,10,0.5003,0.0001,0.0,0.0001,0.0001,0.0162,0.0001,0.0001,0.0582,0.066,0.0001,0.5003,0.0001,0.0001,0.3585,0.0001
world/2022/nov/30/the-nhs-test-and-trace-failings-that-contributed-to-uks-2020-covid-christmas,https://www.theguardian.com/world/2022/nov/30/the-nhs-test-and-trace-failings-that-contributed-to-uks-2020-covid-christmas,The NHS test-and-trace failings that contributed to UK’s 2020 Covid Christmas,World news,no,845,3,0.6225,0.0001,0.0001,0.0001,0.6225,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0955,0.0001,0.2376,0.0001,0.0432
uk-news/2024/dec/16/how-did-yang-tengbo-become-close-confidant-of-prince-andrew,https://www.theguardian.com/uk-news/2024/dec/16/how-did-yang-tengbo-become-close-confidant-of-prince-andrew,How did Yang Tengbo become close confidant of Prince Andrew?,UK news,no,1226,6,0.429,0.0001,0.0,0.0001,0.0001,0.0001,0.2454,0.429,0.0255,0.1568,0.0001,0.0001,0.0001,0.0001,0.1427,0.0001
uk-news/2023/aug/20/lucy-letby-nhs-trust-chair-says-hospital-bosses-misled-the-board,https://www.theguardian.com/uk-news/2023/aug/20/lucy-letby-nhs-trust-chair-says-hospital-bosses-misled-the-board,Lucy Letby NHS trust chair says hospital bosses misled the board,UK news,no,622,13,0.8571,0.0001,0.0001,0.0001,0.0409,0.0001,0.0001,0.0003,0.0001,0.0001,0.1004,0.0001,0.0001,0.0001,0.8571,0.0001
society/2023/nov/17/therapy-could-be-offered-to-women-suffering-menopause-symptoms,https://www.theguardian.com/society/2023/nov/17/therapy-could-be-offered-to-women-suffering-menopause-symptoms,Therapy could be offered to women suffering menopause symptoms,Society,no,755,3,0.821,0.0001,0.0001,0.0001,0.821,0.0001,0.0001,0.0002,0.0001,0.0001,0.1777,0.0001,0.0001,0.0001,0.0001,0.0001
law/2024/dec/16/investment-reversing-sentence-inflation-holistic-defence-models-how-to-fix-the-uks-criminal-justice-system,https://www.theguardian.com/law/2024/dec/16/investment-reversing-sentence-inflation-holistic-defence-models-how-to-fix-the-uks-criminal-justice-system,Five ways to help fix the criminal justice system in England and Wales,Law,no,1057,13,0.8123,0.0001,0.0001,0.0001,0.0791,0.0001,0.0001,0.1079,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8123,0.0001
world/2024/jan/26/unrwa-investigation-staff-7-october-attack-israel,https://www.theguardian.com/world/2024/jan/26/unrwa-investigation-staff-7-october-attack-israel,UN agency investigates staff suspected of role in 7 October attack on Israel,World news,no,684,7,0.8784,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.8784,0.12,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
society/2024/dec/11/hundreds-of-thousands-hit-by-ruinous-carers-allowance-penalties-audit-shows,https://www.theguardian.com/society/2024/dec/11/hundreds-of-thousands-hit-by-ruinous-carers-allowance-penalties-audit-shows,"Hundreds of thousands hit by ruinous carer’s allowance penalties, audit shows",Society,no,707,14,0.9983,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9983
uk-news/2024/dec/14/inexperienced-social-worker-sara-sharif-father-risk,https://www.theguardian.com/uk-news/2024/dec/14/inexperienced-social-worker-sara-sharif-father-risk,Inexperienced social worker did not identify Sara Sharif’s father as posing any risk,UK news,no,1484,13,0.6022,0.0001,0.0,0.0001,0.0001,0.3969,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.6022,0.0001
society/article/2024/sep/06/prisons-crisis-needs-radical-solutions-in-england-and-wales-say-former-top-judges,https://www.theguardian.com/society/article/2024/sep/06/prisons-crisis-needs-radical-solutions-in-england-and-wales-say-former-top-judges,"Prisons crisis needs ‘radical solutions’ in England and Wales, say former top judges",Society,no,758,13,0.7457,0.0001,0.0592,0.0658,0.0002,0.0001,0.0001,0.0375,0.0001,0.0001,0.0001,0.0907,0.0001,0.0001,0.7457,0.0001
