round_id,query_index,query,timestamp,template,components,articles_found,total_available,high_relevance,precision,new_terms_mined,status
46,6,"(""qualitative evidence"" OR ""summative evaluation"" OR ""expert analysis"")",2026-02-12 01:58:31,(METHOD),"{'METHOD': ['qualitative evidence', 'summative evaluation', 'expert analysis'], 'DECISION': ['implement', 'terminate', 'expand'], 'CONTEXT': ['diet', 'poaching', 'liquid'], 'NOISE': ['live blog', 'sport']}",300,489,0,0.0,[],COMPLETED
46,7,"(""decision to"" OR ""expand"" OR ""adopt"") AND (""puberty"" OR ""dose"" OR ""mutations"") AND NOT (""independent review"" OR ""ministerial decree"" OR ""cabinet decision"")",2026-02-12 02:08:51,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['independent review', 'ministerial decree', 'cabinet decision'], 'DECISION': ['decision to', 'expand', 'adopt'], 'CONTEXT': ['puberty', 'dose', 'mutations'], 'NOISE': ['review', 'letters']}",300,3099,PENDING,0.0,[],FETCHED
46,7,"(""decision to"" OR ""expand"" OR ""adopt"") AND (""puberty"" OR ""dose"" OR ""mutations"") AND NOT (""independent review"" OR ""ministerial decree"" OR ""cabinet decision"")",2026-02-12 02:08:51,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['independent review', 'ministerial decree', 'cabinet decision'], 'DECISION': ['decision to', 'expand', 'adopt'], 'CONTEXT': ['puberty', 'dose', 'mutations'], 'NOISE': ['review', 'letters']}",300,3099,5,0.0167,"['says', 'second', 'allergy', 'hydromorphone', 'peanut']",COMPLETED
47,1,"(""qualitative evidence"" OR ""difference-in-differences"" OR ""impact evaluation"") AND (""adopt"" OR ""terminate"" OR ""decision to"") AND (""breast"" OR ""second"" OR ""save"")",2026-02-12 02:29:19,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['qualitative evidence', 'difference-in-differences', 'impact evaluation'], 'DECISION': ['adopt', 'terminate', 'decision to'], 'CONTEXT': ['breast', 'second', 'save'], 'NOISE': ['podcast', 'letters']}",6,6,PENDING,0.0,[],FETCHED
47,1,"(""qualitative evidence"" OR ""difference-in-differences"" OR ""impact evaluation"") AND (""adopt"" OR ""terminate"" OR ""decision to"") AND (""breast"" OR ""second"" OR ""save"")",2026-02-12 02:29:19,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['qualitative evidence', 'difference-in-differences', 'impact evaluation'], 'DECISION': ['adopt', 'terminate', 'decision to'], 'CONTEXT': ['breast', 'second', 'save'], 'NOISE': ['podcast', 'letters']}",6,6,0,0.0,[],COMPLETED
47,2,"(""adopt"" OR ""roll out"" OR ""implement"")",2026-02-12 02:29:24,(DECISION),"{'METHOD': ['impact evaluation', 'before-and-after', 'policy announcement'], 'DECISION': ['adopt', 'roll out', 'implement'], 'CONTEXT': ['allergy', 'approved', 'thousands'], 'NOISE': ['podcast', 'sport']}",300,71431,PENDING,0.0,[],FETCHED
47,2,"(""adopt"" OR ""roll out"" OR ""implement"")",2026-02-12 02:29:24,(DECISION),"{'METHOD': ['impact evaluation', 'before-and-after', 'policy announcement'], 'DECISION': ['adopt', 'roll out', 'implement'], 'CONTEXT': ['allergy', 'approved', 'thousands'], 'NOISE': ['podcast', 'sport']}",300,71431,3,0.01,"['cardiac', 'clinics', 'access', 'free diet', 'card']",COMPLETED
47,3,"(""expand"" OR ""adopt"" OR ""funding"") AND (""children"" OR ""suffering"" OR ""charities"") AND NOT (""quasi-experimental"" OR ""analysis"" OR ""findings"")",2026-02-12 02:51:29,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['quasi-experimental', 'analysis', 'findings'], 'DECISION': ['expand', 'adopt', 'funding'], 'CONTEXT': ['children', 'suffering', 'charities'], 'NOISE': ['sport', 'letters']}",300,47650,PENDING,0.0,[],FETCHED
47,3,"(""expand"" OR ""adopt"" OR ""funding"") AND (""children"" OR ""suffering"" OR ""charities"") AND NOT (""quasi-experimental"" OR ""analysis"" OR ""findings"")",2026-02-12 02:51:29,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['quasi-experimental', 'analysis', 'findings'], 'DECISION': ['expand', 'adopt', 'funding'], 'CONTEXT': ['children', 'suffering', 'charities'], 'NOISE': ['sport', 'letters']}",300,47650,2,0.0067,"['taste', 'needs', 'classes', 'waiting', 'world']",COMPLETED
47,4,"(""program evaluation"" OR ""case study"" OR ""ministerial decree"") AND (""quality life"" OR ""severe"" OR ""breast"") AND NOT (""letters"" OR ""opinion"")",2026-02-12 03:17:49,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['program evaluation', 'case study', 'ministerial decree'], 'DECISION': ['implement', 'decision to', 'will decide'], 'CONTEXT': ['quality life', 'severe', 'breast'], 'NOISE': ['letters', 'opinion']}",253,253,PENDING,0.0,[],FETCHED
47,4,"(""program evaluation"" OR ""case study"" OR ""ministerial decree"") AND (""quality life"" OR ""severe"" OR ""breast"") AND NOT (""letters"" OR ""opinion"")",2026-02-12 03:17:49,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['program evaluation', 'case study', 'ministerial decree'], 'DECISION': ['implement', 'decision to', 'will decide'], 'CONTEXT': ['quality life', 'severe', 'breast'], 'NOISE': ['letters', 'opinion']}",253,253,4,0.0158,"['brain', 'speech', 'lung cancer', 'stutter', 'stuttering']",COMPLETED
47,5,"(""adopt"" OR ""terminate"" OR ""approve"") AND (""lung"" OR ""adults"" OR ""older"") AND NOT (""before-and-after"" OR ""independent review"" OR ""qualitative evidence"")",2026-02-12 03:32:33,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['before-and-after', 'independent review', 'qualitative evidence'], 'DECISION': ['adopt', 'terminate', 'approve'], 'CONTEXT': ['lung', 'adults', 'older'], 'NOISE': ['podcast', 'live blog']}",300,6240,PENDING,0.0,[],FETCHED
47,5,"(""adopt"" OR ""terminate"" OR ""approve"") AND (""lung"" OR ""adults"" OR ""older"") AND NOT (""before-and-after"" OR ""independent review"" OR ""qualitative evidence"")",2026-02-12 03:32:33,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['before-and-after', 'independent review', 'qualitative evidence'], 'DECISION': ['adopt', 'terminate', 'approve'], 'CONTEXT': ['lung', 'adults', 'older'], 'NOISE': ['podcast', 'live blog']}",300,6240,6,0.02,"['mycetoma', 'alzheimer', 'sudan', 'mental', 'sussex']",COMPLETED
47,6,"(""roll out"" OR ""decision to"" OR ""implement"") AND (""save"" OR ""blood"" OR ""genome"") AND NOT (""assessment"" OR ""advisory group"" OR ""difference-in-differences"")",2026-02-12 03:50:51,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['assessment', 'advisory group', 'difference-in-differences'], 'DECISION': ['roll out', 'decision to', 'implement'], 'CONTEXT': ['save', 'blood', 'genome'], 'NOISE': ['opinion', 'sport']}",300,20919,PENDING,0.0,[],FETCHED
47,6,"(""roll out"" OR ""decision to"" OR ""implement"") AND (""save"" OR ""blood"" OR ""genome"") AND NOT (""assessment"" OR ""advisory group"" OR ""difference-in-differences"")",2026-02-12 03:50:51,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['assessment', 'advisory group', 'difference-in-differences'], 'DECISION': ['roll out', 'decision to', 'implement'], 'CONTEXT': ['save', 'blood', 'genome'], 'NOISE': ['opinion', 'sport']}",300,20919,3,0.01,"['therapy', 'tumours', 'cell', 'longer', 'using']",COMPLETED
47,7,"(""terminate"" OR ""decision to"" OR ""implement"")",2026-02-12 04:09:04,(DECISION),"{'METHOD': ['program evaluation', 'qualitative evidence', 'independent review'], 'DECISION': ['terminate', 'decision to', 'implement'], 'CONTEXT': ['arteries', 'asthma', 'vitamin'], 'NOISE': ['live blog', 'letters']}",300,175750,PENDING,0.0,[],FETCHED
47,7,"(""terminate"" OR ""decision to"" OR ""implement"")",2026-02-12 04:09:04,(DECISION),"{'METHOD': ['program evaluation', 'qualitative evidence', 'independent review'], 'DECISION': ['terminate', 'decision to', 'implement'], 'CONTEXT': ['arteries', 'asthma', 'vitamin'], 'NOISE': ['live blog', 'letters']}",300,175750,1,0.0033,"['cancer uk', 'treatments', 'best', 'lottery', 'men affecting']",COMPLETED
48,1,"(""interrupted time series"" OR ""expert analysis"" OR ""difference-in-differences"") AND (""will decide"" OR ""adopt"" OR ""expand"") AND (""older adults"" OR ""best"" OR ""director"")",2026-02-12 04:27:10,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['interrupted time series', 'expert analysis', 'difference-in-differences'], 'DECISION': ['will decide', 'adopt', 'expand'], 'CONTEXT': ['older adults', 'best', 'director'], 'NOISE': ['review', 'letters']}",27,27,PENDING,0.0,[],FETCHED
48,1,"(""interrupted time series"" OR ""expert analysis"" OR ""difference-in-differences"") AND (""will decide"" OR ""adopt"" OR ""expand"") AND (""older adults"" OR ""best"" OR ""director"")",2026-02-12 04:27:10,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['interrupted time series', 'expert analysis', 'difference-in-differences'], 'DECISION': ['will decide', 'adopt', 'expand'], 'CONTEXT': ['older adults', 'best', 'director'], 'NOISE': ['review', 'letters']}",27,27,0,0.0,[],COMPLETED
50,1,"((""cabinet decision"" OR ""before-and-after"" OR ""impact evaluation"") AND (""roll out"" OR ""will decide"" OR ""expand"") AND (""card"" OR ""waiting"" OR ""brain"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:08:26,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['cabinet decision', 'before-and-after', 'impact evaluation'], 'DECISION': ['roll out', 'will decide', 'expand'], 'CONTEXT': ['card', 'waiting', 'brain'], 'NOISE': ['live blog', 'opinion']}",96,96,PENDING,0.0,[],FETCHED
50,1,"((""cabinet decision"" OR ""before-and-after"" OR ""impact evaluation"") AND (""roll out"" OR ""will decide"" OR ""expand"") AND (""card"" OR ""waiting"" OR ""brain"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:08:26,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['cabinet decision', 'before-and-after', 'impact evaluation'], 'DECISION': ['roll out', 'will decide', 'expand'], 'CONTEXT': ['card', 'waiting', 'brain'], 'NOISE': ['live blog', 'opinion']}",96,96,0,0.0,[],COMPLETED
50,2,"((""findings"" OR ""qualitative evidence"" OR ""expert judgment"") AND (""adopt"" OR ""roll out"" OR ""funding"") AND (""cell"" OR ""using"" OR ""children"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:09:32,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['findings', 'qualitative evidence', 'expert judgment'], 'DECISION': ['adopt', 'roll out', 'funding'], 'CONTEXT': ['cell', 'using', 'children'], 'NOISE': ['sport', 'opinion']}",300,4061,PENDING,0.0,[],FETCHED
50,2,"((""findings"" OR ""qualitative evidence"" OR ""expert judgment"") AND (""adopt"" OR ""roll out"" OR ""funding"") AND (""cell"" OR ""using"" OR ""children"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:09:32,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['findings', 'qualitative evidence', 'expert judgment'], 'DECISION': ['adopt', 'roll out', 'funding'], 'CONTEXT': ['cell', 'using', 'children'], 'NOISE': ['sport', 'opinion']}",300,4061,2,0.0067,"['human', 'local', 'youth violence', 'youth', 'participants']",COMPLETED
50,3,"((""difference-in-differences"" OR ""expert judgment"" OR ""analysis"") AND (""implement"" OR ""funding"" OR ""roll out"") AND (""mental"" OR ""gluten free"" OR ""therapy"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:14:54,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['difference-in-differences', 'expert judgment', 'analysis'], 'DECISION': ['implement', 'funding', 'roll out'], 'CONTEXT': ['mental', 'gluten free', 'therapy'], 'NOISE': ['live blog', 'letters']}",300,1794,PENDING,0.0,[],FETCHED
50,3,"((""difference-in-differences"" OR ""expert judgment"" OR ""analysis"") AND (""implement"" OR ""funding"" OR ""roll out"") AND (""mental"" OR ""gluten free"" OR ""therapy"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:14:54,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['difference-in-differences', 'expert judgment', 'analysis'], 'DECISION': ['implement', 'funding', 'roll out'], 'CONTEXT': ['mental', 'gluten free', 'therapy'], 'NOISE': ['live blog', 'letters']}",300,1794,0,0.0,[],COMPLETED
50,4,"((""approve"" OR ""funding"" OR ""roll out"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:20:10,(DECISION),"{'METHOD': ['case example', 'analysis', 'advisory group'], 'DECISION': ['approve', 'funding', 'roll out'], 'CONTEXT': ['study', 'cancer uk', 'research'], 'NOISE': ['review', 'opinion']}",300,158140,PENDING,0.0,[],FETCHED
50,4,"((""approve"" OR ""funding"" OR ""roll out"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:20:10,(DECISION),"{'METHOD': ['case example', 'analysis', 'advisory group'], 'DECISION': ['approve', 'funding', 'roll out'], 'CONTEXT': ['study', 'cancer uk', 'research'], 'NOISE': ['review', 'opinion']}",300,158140,0,0.0,[],COMPLETED
50,5,"((""interrupted time series"" OR ""assessment"" OR ""in-depth analysis"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:25:35,(METHOD),"{'METHOD': ['interrupted time series', 'assessment', 'in-depth analysis'], 'DECISION': ['terminate', 'decision to', 'implement'], 'CONTEXT': ['sudan', 'speech', 'using'], 'NOISE': ['letters', 'sport']}",300,55496,PENDING,0.0,[],FETCHED
50,5,"((""interrupted time series"" OR ""assessment"" OR ""in-depth analysis"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:25:35,(METHOD),"{'METHOD': ['interrupted time series', 'assessment', 'in-depth analysis'], 'DECISION': ['terminate', 'decision to', 'implement'], 'CONTEXT': ['sudan', 'speech', 'using'], 'NOISE': ['letters', 'sport']}",300,55496,0,0.0,[],COMPLETED
50,6,"((""cabinet decision"" OR ""impact evaluation"" OR ""narrative analysis"") AND (""funding"" OR ""approve"" OR ""adopt"") AND (""taste"" OR ""lottery"" OR ""cardiac"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:30:39,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['cabinet decision', 'impact evaluation', 'narrative analysis'], 'DECISION': ['funding', 'approve', 'adopt'], 'CONTEXT': ['taste', 'lottery', 'cardiac'], 'NOISE': ['sport', 'podcast']}",7,7,PENDING,0.0,[],FETCHED
50,6,"((""cabinet decision"" OR ""impact evaluation"" OR ""narrative analysis"") AND (""funding"" OR ""approve"" OR ""adopt"") AND (""taste"" OR ""lottery"" OR ""cardiac"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:30:39,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['cabinet decision', 'impact evaluation', 'narrative analysis'], 'DECISION': ['funding', 'approve', 'adopt'], 'CONTEXT': ['taste', 'lottery', 'cardiac'], 'NOISE': ['sport', 'podcast']}",7,7,0,0.0,[],COMPLETED
50,7,"((""adopt"" OR ""implement"" OR ""roll out"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:30:45,(DECISION),"{'METHOD': ['narrative analysis', 'advisory group', 'assessment'], 'DECISION': ['adopt', 'implement', 'roll out'], 'CONTEXT': ['endometriosis', 'immune', 'cell'], 'NOISE': ['letters', 'opinion']}",300,64963,PENDING,0.0,[],FETCHED
50,7,"((""adopt"" OR ""implement"" OR ""roll out"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:30:45,(DECISION),"{'METHOD': ['narrative analysis', 'advisory group', 'assessment'], 'DECISION': ['adopt', 'implement', 'roll out'], 'CONTEXT': ['endometriosis', 'immune', 'cell'], 'NOISE': ['letters', 'opinion']}",300,64963,1,0.0033,"['oxford', 'factors', 'high', 'data', 'coronary']",COMPLETED
51,1,"((""roll out"" OR ""funding"" OR ""will decide"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:46:39,(DECISION),"{'METHOD': ['outcome study', 'policy announcement', 'case study'], 'DECISION': ['roll out', 'funding', 'will decide'], 'CONTEXT': ['children cancer', 'approved', 'free diet'], 'NOISE': ['sport', 'review']}",300,151424,PENDING,0.0,[],FETCHED
51,1,"((""roll out"" OR ""funding"" OR ""will decide"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 06:46:39,(DECISION),"{'METHOD': ['outcome study', 'policy announcement', 'case study'], 'DECISION': ['roll out', 'funding', 'will decide'], 'CONTEXT': ['children cancer', 'approved', 'free diet'], 'NOISE': ['sport', 'review']}",300,151424,0,0.0,[],COMPLETED
51,2,"((""formative evaluation"" OR ""expert judgment"" OR ""program evaluation"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:26:08,(METHOD),"{'METHOD': ['formative evaluation', 'expert judgment', 'program evaluation'], 'DECISION': ['approve', 'terminate', 'adopt'], 'CONTEXT': ['participants', 'speech', 'children cancer'], 'NOISE': ['review', 'live blog']}",35,35,PENDING,0.0,[],FETCHED
51,2,"((""formative evaluation"" OR ""expert judgment"" OR ""program evaluation"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:26:08,(METHOD),"{'METHOD': ['formative evaluation', 'expert judgment', 'program evaluation'], 'DECISION': ['approve', 'terminate', 'adopt'], 'CONTEXT': ['participants', 'speech', 'children cancer'], 'NOISE': ['review', 'live blog']}",35,35,0,0.0,[],COMPLETED
51,3,"((""interrupted time series"" OR ""consensus statement"" OR ""quasi-experimental"") AND (""terminate"" OR ""expand"" OR ""roll out"") AND (""needs"" OR ""analysis"" OR ""stutter"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:26:38,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['interrupted time series', 'consensus statement', 'quasi-experimental'], 'DECISION': ['terminate', 'expand', 'roll out'], 'CONTEXT': ['needs', 'analysis', 'stutter'], 'NOISE': ['opinion', 'live blog']}",2,2,PENDING,0.0,[],FETCHED
51,3,"((""interrupted time series"" OR ""consensus statement"" OR ""quasi-experimental"") AND (""terminate"" OR ""expand"" OR ""roll out"") AND (""needs"" OR ""analysis"" OR ""stutter"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:26:38,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['interrupted time series', 'consensus statement', 'quasi-experimental'], 'DECISION': ['terminate', 'expand', 'roll out'], 'CONTEXT': ['needs', 'analysis', 'stutter'], 'NOISE': ['opinion', 'live blog']}",2,2,0,0.0,[],COMPLETED
51,4,"((""decision to"" OR ""terminate"" OR ""adopt"") AND (""biofortification"" OR ""tumours"" OR ""needs"") AND NOT (""assessment"" OR ""independent review"" OR ""expert judgment"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:26:43,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['assessment', 'independent review', 'expert judgment'], 'DECISION': ['decision to', 'terminate', 'adopt'], 'CONTEXT': ['biofortification', 'tumours', 'needs'], 'NOISE': ['live blog', 'letters']}",300,26533,PENDING,0.0,[],FETCHED
51,4,"((""decision to"" OR ""terminate"" OR ""adopt"") AND (""biofortification"" OR ""tumours"" OR ""needs"") AND NOT (""assessment"" OR ""independent review"" OR ""expert judgment"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:26:43,(DECISION) AND (CONTEXT) AND NOT (METHOD),"{'METHOD': ['assessment', 'independent review', 'expert judgment'], 'DECISION': ['decision to', 'terminate', 'adopt'], 'CONTEXT': ['biofortification', 'tumours', 'needs'], 'NOISE': ['live blog', 'letters']}",300,26533,0,0.0,[],COMPLETED
51,5,"((""ministerial decree"" OR ""thematic framework"" OR ""consensus statement"") AND (""terminate"" OR ""adopt"" OR ""funding"") AND (""mycetoma"" OR ""valve disease"" OR ""hydromorphone"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:34:17,(METHOD) AND (DECISION) AND (CONTEXT),"{'METHOD': ['ministerial decree', 'thematic framework', 'consensus statement'], 'DECISION': ['terminate', 'adopt', 'funding'], 'CONTEXT': ['mycetoma', 'valve disease', 'hydromorphone'], 'NOISE': ['letters', 'live blog']}",0,0,0,0.0,,EMPTY
51,6,"((""consensus statement"" OR ""independent review"" OR ""case study"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:34:19,(METHOD),"{'METHOD': ['consensus statement', 'independent review', 'case study'], 'DECISION': ['will decide', 'implement', 'adopt'], 'CONTEXT': ['week', 'analysis', 'lung cancer'], 'NOISE': ['live blog', 'letters']}",300,8881,PENDING,0.0,[],FETCHED
51,6,"((""consensus statement"" OR ""independent review"" OR ""case study"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 07:34:19,(METHOD),"{'METHOD': ['consensus statement', 'independent review', 'case study'], 'DECISION': ['will decide', 'implement', 'adopt'], 'CONTEXT': ['week', 'analysis', 'lung cancer'], 'NOISE': ['live blog', 'letters']}",300,8881,0,0.0,[],COMPLETED
51,7,"((""cabinet decision"" OR ""impact evaluation"" OR ""formative evaluation"") AND (""longer"" OR ""asthma"" OR ""high"") AND NOT (""letters"" OR ""podcast"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 08:15:47,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['cabinet decision', 'impact evaluation', 'formative evaluation'], 'DECISION': ['decision to', 'expand', 'approve'], 'CONTEXT': ['longer', 'asthma', 'high'], 'NOISE': ['letters', 'podcast']}",105,105,PENDING,0.0,[],FETCHED
51,7,"((""cabinet decision"" OR ""impact evaluation"" OR ""formative evaluation"") AND (""longer"" OR ""asthma"" OR ""high"") AND NOT (""letters"" OR ""podcast"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 08:15:47,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['cabinet decision', 'impact evaluation', 'formative evaluation'], 'DECISION': ['decision to', 'expand', 'approve'], 'CONTEXT': ['longer', 'asthma', 'high'], 'NOISE': ['letters', 'podcast']}",105,105,0,0.0,[],COMPLETED
52,1,"((""before-and-after"" OR ""formative evaluation"" OR ""interrupted time series"") AND (""classes"" OR ""coronary"" OR ""prostate"") AND NOT (""opinion"" OR ""live blog"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 08:17:56,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['before-and-after', 'formative evaluation', 'interrupted time series'], 'DECISION': ['terminate', 'will decide', 'approve'], 'CONTEXT': ['classes', 'coronary', 'prostate'], 'NOISE': ['opinion', 'live blog']}",191,191,PENDING,0.0,[],FETCHED
52,1,"((""before-and-after"" OR ""formative evaluation"" OR ""interrupted time series"") AND (""classes"" OR ""coronary"" OR ""prostate"") AND NOT (""opinion"" OR ""live blog"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 08:17:56,(METHOD) AND (CONTEXT) AND NOT (NOISE),"{'METHOD': ['before-and-after', 'formative evaluation', 'interrupted time series'], 'DECISION': ['terminate', 'will decide', 'approve'], 'CONTEXT': ['classes', 'coronary', 'prostate'], 'NOISE': ['opinion', 'live blog']}",191,191,1,0.0052,"['school', 'places', 'schools', 'brighton', 'pupils']",COMPLETED
52,2,"((""ministerial decree"" OR ""expert analysis"" OR ""thematic framework"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 08:21:39,(METHOD),"{'METHOD': ['ministerial decree', 'expert analysis', 'thematic framework'], 'DECISION': ['approve', 'roll out', 'expand'], 'CONTEXT': ['dvds', 'nuffield', 'human'], 'NOISE': ['live blog', 'opinion']}",300,435,PENDING,0.0,[],FETCHED
52,2,"((""ministerial decree"" OR ""expert analysis"" OR ""thematic framework"")) AND NOT (""randomized"" OR ""randomised"" OR ""trial"" OR ""rct"" OR ""pilot"" OR ""phase iii"" OR ""placebo"" OR ""clinical trial"")",2026-02-12 08:21:39,(METHOD),"{'METHOD': ['ministerial decree', 'expert analysis', 'thematic framework'], 'DECISION': ['approve', 'roll out', 'expand'], 'CONTEXT': ['dvds', 'nuffield', 'human'], 'NOISE': ['live blog', 'opinion']}",300,435,0,0.0,[],COMPLETED
